GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,validation_errors
FL-4221,Greece,GRC,Europe,Turkey,TUR,Asia,4221,Green,1,2015-02-01T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4221&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4221&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4221,"{'type': 'Point', 'coordinates': [26.597, 41.457]}",['country_mismatch']
FL-4219,Malawi,MWI,Africa,Mozambique,MOZ,Africa,4219,Orange,2,2015-01-01T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4219&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4219&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4219,"{'type': 'Point', 'coordinates': [35.356, -18.795]}",['country_mismatch']
FL-4242,Kazahkstan,,,Kazakhstan,KA1,Asia,4242,Green,1,2015-03-23T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4242&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4242&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4242,"{'type': 'Point', 'coordinates': [65.592, 48.404]}",['country_mismatch']
FL-4234,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,4234,Green,1,2015-03-03T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4234&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4234&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4234,"{'type': 'Point', 'coordinates': [33.748, -4.315]}",['country_mismatch']
FL-4230,USA,,North America,United States of America,US1,North America,4230,Green,1,2015-03-10T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4230&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4230&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4230,"{'type': 'Point', 'coordinates': [-86.234, 37.026]}",['country_mismatch']
FL-4250,Columbia,,,Colombia,COL,South America,4250,Green,1,2015-05-01T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4250&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4250&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4250,"{'type': 'Point', 'coordinates': [-74.505, 5.706]}",['country_mismatch']
FL-4252,USA,,North America,United States of America,US1,North America,4252,Green,1,2015-05-05T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4252&episodeid=6,https://www.gdacs.org/report.aspx?eventid=4252&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4252,"{'type': 'Point', 'coordinates': [-97.987, 34.193]}",['country_mismatch']
FL-4254,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,4254,Green,1,2015-05-07T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4254&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4254&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4254,"{'type': 'Point', 'coordinates': [36.89, -5.061]}",['country_mismatch']
FL-4271,Camaroun,,,Cameroon,CMR,Africa,4271,Green,1,2015-06-22T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4271&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4271&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4271,"{'type': 'Point', 'coordinates': [9.884, 3.947]}",['country_mismatch']
FL-4267,USA,,North America,United States of America,US1,North America,4267,Green,1,2015-06-27T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4267&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4267&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4267,"{'type': 'Point', 'coordinates': [-84.749, 39.394]}",['country_mismatch']
FL-4281,Paraguay,PRY,South America,Argentina,ARG,South America,4281,Green,1,2015-07-25T00:00:00,2015-08-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4281&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4281&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4281,"{'type': 'Point', 'coordinates': [-58.273, -25.045]}",['country_mismatch']
FL-4279,USA,,North America,United States of America,US1,North America,4279,Green,1,2015-07-17T00:00:00,2015-07-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4279&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4279&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4279,"{'type': 'Point', 'coordinates': [-113.587, 34.115]}",['country_mismatch']
FL-4274,USA,,North America,United States of America,US1,North America,4274,Green,1,2015-07-18T00:00:00,2015-07-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4274&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4274&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4274,"{'type': 'Point', 'coordinates': [-83.165, 38.389]}",['country_mismatch']
FL-4284,Macedonia,,,North Macedonia,MKD,Europe,4284,Green,1,2015-08-03T00:00:00,2015-08-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4284&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4284&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4284,"{'type': 'Point', 'coordinates': [21.191, 41.758]}",['country_mismatch']
FL-4295,USA,,North America,United States of America,US1,North America,4295,Green,1,2015-10-01T00:00:00,2015-10-13T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4295&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4295&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4295,"{'type': 'Point', 'coordinates': [-80.493, 33.503]}",['country_mismatch']
FL-4301,Uruguay,URY,South America,Brazil,BRA,South America,4301,Green,1,2015-10-14T00:00:00,2015-10-28T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4301&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4301&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4301,"{'type': 'Point', 'coordinates': [-53.572, -29.957]}",['country_mismatch']
FL-4306,Bahamas,,North America,,,,4306,Green,1,2015-10-02T00:00:00,2015-10-08T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4306&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4306&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4306,"{'type': 'Point', 'coordinates': [-73.832, 22.492]}",['country_mismatch']
FL-4297,Guatamala,,,Guatemala,GTM,North America,4297,Orange,2,2015-10-02T00:00:00,2015-10-03T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4297&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4297&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4297,"{'type': 'Point', 'coordinates': [-90.613, 14.826]}",['country_mismatch']
FL-4312,Maldives,MDV,Asia,,,,4312,Green,1,2015-11-25T00:00:00,2015-12-04T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4312&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4312&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4312,"{'type': 'Point', 'coordinates': [73.189, -0.144]}",['country_mismatch']
FL-4311,USA,,North America,United States of America,US1,North America,4311,Green,1,2015-11-26T00:00:00,2015-12-04T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4311&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4311&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4311,"{'type': 'Point', 'coordinates': [-100.238, 33.984]}",['country_mismatch']
FL-4310,Qatar,QAT,Asia,Saudi Arabia,SAU,Asia,4310,Green,1,2015-11-25T00:00:00,2015-12-04T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4310&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4310&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4310,"{'type': 'Point', 'coordinates': [51.885, 21.659]}",['country_mismatch']
FL-4314,USA,,North America,United States of America,US1,North America,4314,Green,1,2015-12-15T00:00:00,2016-01-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4314&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4314&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4314,"{'type': 'Point', 'coordinates': [-91.083, 35.666]}",['country_mismatch']
FL-4324,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,4324,Green,1,2016-01-14T00:00:00,2016-01-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4324&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4324&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4324,"{'type': 'Point', 'coordinates': [35.505, -4.762]}",['country_mismatch']
FL-4320,USA,,North America,United States of America,US1,North America,4320,Green,1,2016-01-22T00:00:00,2016-01-25T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4320&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4320&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4320,"{'type': 'Point', 'coordinates': [-74.653, 39.921]}",['country_mismatch']
FL-4346,Uruguay,URY,South America,Argentina,ARG,South America,4346,Green,1,2016-04-01T00:00:00,2016-04-13T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4346&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4346&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4346,"{'type': 'Point', 'coordinates': [-58.224, -31.143]}",['country_mismatch']
FL-4337,USA,,North America,United States of America,US1,North America,4337,Green,1,2016-03-08T00:00:00,2016-03-25T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4337&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4337&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4337,"{'type': 'Point', 'coordinates': [-96.106, 30.909]}",['country_mismatch']
FL-4336,USA,,North America,United States of America,US1,North America,4336,Green,1,2016-03-05T00:00:00,2016-03-10T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4336&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4336&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4336,"{'type': 'Point', 'coordinates': [-122.284, 38.606]}",['country_mismatch']
FL-4334,Serbia,SRB,Europe,Republic of Serbia,SRB,Europe,4334,Green,1,2016-03-06T00:00:00,2016-03-10T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4334&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4334&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4334,"{'type': 'Point', 'coordinates': [21.055, 44.671]}",['country_mismatch']
FL-4357,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,4357,Green,1,2016-04-22T00:00:00,2016-05-30T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4357&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4357&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4357,"{'type': 'Point', 'coordinates': [36.0, -6.894]}",['country_mismatch']
FL-4352,Kenya,KEN,Africa,United Republic of Tanzania,TZA,Africa,4352,Green,1,2016-04-13T00:00:00,2016-04-22T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4352&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4352&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4352,"{'type': 'Point', 'coordinates': [38.344, -4.715]}",['country_mismatch']
FL-4348,USA,,North America,United States of America,US1,North America,4348,Green,1,2016-04-18T00:00:00,2016-04-22T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4348&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4348&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4348,"{'type': 'Point', 'coordinates': [-95.735, 32.047]}",['country_mismatch']
FL-4347,Oman,OMN,Asia,Saudi Arabia,SAU,Asia,4347,Green,1,2016-04-08T00:00:00,2016-04-13T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4347&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4347&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4347,"{'type': 'Point', 'coordinates': [53.568, 21.311]}",['country_mismatch']
FL-4345,Somalia,SOM,Africa,Somaliland,SOL,,4345,Green,1,2016-04-06T00:00:00,2016-04-13T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4345&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4345&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4345,"{'type': 'Point', 'coordinates': [45.848, 9.166]}",['country_mismatch']
FL-4359,USA,,North America,United States of America,US1,North America,4359,Green,1,2016-05-26T00:00:00,2016-06-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4359&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4359&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4359,"{'type': 'Point', 'coordinates': [-95.537, 30.857]}",['country_mismatch']
FL-4368,USA,,North America,United States of America,US1,North America,4368,Green,1,2016-06-23T00:00:00,2016-06-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4368&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4368&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4368,"{'type': 'Point', 'coordinates': [-80.555, 38.945]}",['country_mismatch']
FL-4386,USA,,North America,United States of America,US1,North America,4386,Green,1,2016-07-30T00:00:00,2016-07-31T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4386&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4386&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4386,"{'type': 'Point', 'coordinates': [-77.214, 39.334]}",['country_mismatch']
FL-4375,Nicaragua,NIC,North America,Guatemala,GTM,North America,4375,Green,1,2016-07-09T00:00:00,2016-07-19T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4375&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4375&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4375,"{'type': 'Point', 'coordinates': [-90.044, 16.078]}",['country_mismatch']
FL-4390,Thailand,THA,Asia,Myanmar,MMR,Asia,4390,Green,1,2016-08-15T00:00:00,2016-08-26T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4390&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4390&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4390,"{'type': 'Point', 'coordinates': [96.869, 26.347]}",['country_mismatch']
FL-4389,USA,,North America,United States of America,US1,North America,4389,Green,1,2016-08-24T00:00:00,2016-08-26T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4389&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4389&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4389,"{'type': 'Point', 'coordinates': [-91.776, 43.004]}",['country_mismatch']
FL-4388,USA,,North America,United States of America,US1,North America,4388,Green,1,2016-08-14T00:00:00,2016-08-26T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4388&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4388&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4388,"{'type': 'Point', 'coordinates': [-91.801, 29.988]}",['country_mismatch']
FL-4401,Mexico,MEX,North America,Libya,LBY,Africa,4401,Green,1,2016-09-29T00:00:00,2016-10-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4401&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4401&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4401,"{'type': 'Point', 'coordinates': [23.672, 23.672]}",['country_mismatch']
FL-4391,Mali,MLI,Africa,Niger,NER,Africa,4391,Green,1,2016-09-14T00:00:00,2016-09-22T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4391&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4391&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4391,"{'type': 'Point', 'coordinates': [5.095, 15.485]}",['country_mismatch']
FL-4393,USA,,North America,United States of America,US1,North America,4393,Green,1,2016-09-02T00:00:00,2016-09-10T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4393&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4393&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4393,"{'type': 'Point', 'coordinates': [-82.744, 29.066]}",['country_mismatch']
FL-4412,Argentina,ARG,South America,Uruguay,URY,South America,4412,Green,1,2016-10-10T00:00:00,2016-11-10T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4412&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4412&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4412,"{'type': 'Point', 'coordinates': [-55.67, -34.664]}",['country_mismatch']
FL-4402,USA,,North America,United States of America,US1,North America,4402,ORANGE,2,2016-10-05T00:00:00,2016-10-16T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4402&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4402&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4402,"{'type': 'Point', 'coordinates': [-80.895, 33.032]}",['country_mismatch']
FL-4425,Greece,GRC,Europe,Turkey,TUR,Asia,4425,Green,1,2016-11-26T00:00:00,2016-12-07T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4425&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4425&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4425,"{'type': 'Point', 'coordinates': [27.34, 38.705]}",['country_mismatch']
FL-4418,Costa Rica,CRI,North America,Nicaragua,NIC,North America,4418,Green,1,2016-11-24T00:00:00,2016-12-07T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4418&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4418&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4418,"{'type': 'Point', 'coordinates': [-85.144, 11.067]}",['country_mismatch']
FL-4426,Congo,,Africa,Democratic Republic of the Congo,COD,Africa,4426,Green,1,2016-12-25T00:00:00,2017-01-12T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4426&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4426&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4426,"{'type': 'Point', 'coordinates': [14.72, -5.348]}",['country_mismatch']
FL-4430,Türkiye,TUR,Asia,Turkey,TUR,Asia,4430,Green,1,2016-12-28T00:00:00,2017-01-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4430&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4430&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4430,"{'type': 'Point', 'coordinates': [34.218, 38.479]}",['country_mismatch']
FL-1000049,Honduras,HND,North America,,,,1000049,Green,1,2017-01-30T00:00:00,2017-02-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000049&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000049&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000049,"{'type': 'Point', 'coordinates': [-86.787, 15.764]}",['country_mismatch']
FL-1000041,French Polynesia,PYF,Oceania,,,,1000041,Green,1,2017-01-22T00:00:00,2017-01-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000041&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000041&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000041,"{'type': 'Point', 'coordinates': [-149.459, -17.649]}",['country_mismatch']
FL-4438,USA,,North America,United States of America,US1,North America,4438,Green,1,2017-01-20T00:00:00,2017-01-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4438&episodeid=1,https://www.gdacs.org/report.aspx?eventid=4438&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4438,"{'type': 'Point', 'coordinates': [-119.043, 35.084]}",['country_mismatch']
FL-4434,USA,,North America,United States of America,US1,North America,4434,Green,1,2017-01-04T00:00:00,2017-01-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4434&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4434&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4434,"{'type': 'Point', 'coordinates': [-122.458, 39.624]}",['country_mismatch']
FL-1000066,Mozambique,MOZ,Africa,,,,1000066,Green,1,2017-02-27T00:00:00,2017-03-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000066&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000066&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000066,"{'type': 'Point', 'coordinates': [34.868, -19.82]}",['country_mismatch']
FL-1000058,French Polynesia,PYF,Oceania,,,,1000058,Green,1,2017-02-16T00:00:00,2017-02-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000058&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000058&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000058,"{'type': 'Point', 'coordinates': [-149.596, -17.562]}",['country_mismatch']
FL-1000054,Indonesia,IDN,Asia,,,,1000054,Green,1,2017-02-10T00:00:00,2017-02-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000054&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000054&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000054,"{'type': 'Point', 'coordinates': [116.705, -8.366]}",['country_mismatch']
FL-1000078,New Caledonia,NCL,Oceania,France,FR1,Europe,1000078,green,1,2017-04-10T00:00:00,2017-04-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000078&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000078&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000078,"{'type': 'Point', 'coordinates': [165.472, -21.168]}",['country_mismatch']
FL-1000079,Vanuatu,VUT,Oceania,,,,1000079,green,1,2017-04-08T00:00:00,2017-04-09T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000079&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000079&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000079,"{'type': 'Point', 'coordinates': [168.352, -17.647]}",['country_mismatch']
FL-1000076,New Zealand,NZL,Oceania,,,,1000076,green,1,2017-04-03T00:00:00,2017-04-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000076&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000076&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000076,"{'type': 'Point', 'coordinates': [176.205, -37.647]}",['country_mismatch']
