GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,validation_errors
FL-1101723,Belize,BLZ,North America,Guatemala,GTM,North America,1101723,Green,1,2022-11-03T01:00:00,2022-11-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101723&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101723&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101723,"{'type': 'Point', 'coordinates': [-89.9, 16.9]}",['country_mismatch']
FL-1101796,United States,USA,North America,United States of America,US1,North America,1101796,Green,1,2022-12-22T01:00:00,2023-01-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101796&episodeid=8,https://www.gdacs.org/report.aspx?eventid=1101796&episodeid=8&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101796,"{'type': 'Point', 'coordinates': [-70.9592096, 42.0334341]}",['country_mismatch']
FL-1101800,United Kingdom,GBR,Europe,,,,1101800,Green,1,2022-12-29T01:00:00,2023-01-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101800&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1101800&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101800,"{'type': 'Point', 'coordinates': [-2.0903183, 49.1948946]}",['country_mismatch']
FL-1101794,Israel,ISR,Asia,Jordan,JOR,Asia,1101794,Green,1,2022-12-26T01:00:00,2022-12-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101794&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101794&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101794,"{'type': 'Point', 'coordinates': [36.941628, 31.1667049]}",['country_mismatch']
FL-1101791,Albania,ALB,Europe,Bosnia and Herzegovina,BIH,Europe,1101791,Green,1,2022-12-16T01:00:00,2022-12-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101791&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101791&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101791,"{'type': 'Point', 'coordinates': [18.6822925735438, 43.31184015]}",['country_mismatch']
FL-1101780,Türkiye,TUR,Asia,Turkey,TUR,Asia,1101780,Green,1,2022-12-11T01:00:00,2022-12-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101780&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101780&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101780,"{'type': 'Point', 'coordinates': [27.0448169, 38.3929338]}",['country_mismatch']
FL-1101782,United States,USA,North America,United States of America,US1,North America,1101782,Green,1,2022-12-11T01:00:00,2022-12-12T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101782&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101782&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101782,"{'type': 'Point', 'coordinates': [-117.6484304, 34.065846]}",['country_mismatch']
FL-1101775,Croatia,HRV,Europe,Bosnia and Herzegovina,BIH,Europe,1101775,Green,1,2022-12-10T01:00:00,2022-12-12T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101775&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101775&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101775,"{'type': 'Point', 'coordinates': [16.7131197, 44.9805039]}",['country_mismatch']
FL-1101773,France,FRA,Europe,,,,1101773,Green,1,2022-12-03T01:00:00,2022-12-04T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101773&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101773&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101773,"{'type': 'Point', 'coordinates': [9.5069988, 42.444114]}",['country_mismatch']
FL-1101843,India,IND,Asia,Sri Lanka,LKA,Asia,1101843,Green,1,2023-02-01T01:00:00,2023-02-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101843&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101843&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101843,"{'type': 'Point', 'coordinates': [80.8145347, 9.2698532]}",['country_mismatch']
FL-1101816,France,FRA,Europe,,,,1101816,Green,1,2023-01-14T01:00:00,2023-01-29T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101816&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1101816&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101816,"{'type': 'Point', 'coordinates': [55.551734, -20.8968602]}",['country_mismatch']
FL-1101834,Kosovo,XXK,,Republic of Serbia,SRB,Europe,1101834,Green,1,2023-01-18T01:00:00,2023-01-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101834&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101834&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101834,"{'type': 'Point', 'coordinates': [20.5112273, 43.1363535]}",['country_mismatch']
FL-1101819,Pakistan,PAK,Asia,Mauritania,MRT,Africa,1101819,Green,1,2023-01-14T01:00:00,2023-01-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101819&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101819&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101819,"{'type': 'Point', 'coordinates': [-16.2742021, 16.5214325]}",['country_mismatch']
FL-1101813,Cyprus,CYP,Asia,Northern Cyprus,CYN,,1101813,Green,1,2023-01-14T01:00:00,2023-01-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101813&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101813&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101813,"{'type': 'Point', 'coordinates': [33.9325419, 35.1245436]}",['country_mismatch']
FL-1101820,Thailand,THA,Asia,,,,1101820,Green,1,2023-01-07T01:00:00,2023-01-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101820&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101820&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101820,"{'type': 'Point', 'coordinates': [101.253623, 6.8680798]}",['country_mismatch']
FL-1101809,Türkiye,TUR,Asia,Turkey,TUR,Asia,1101809,Green,1,2023-01-10T01:00:00,2023-01-12T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101809&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101809&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101809,"{'type': 'Point', 'coordinates': [31.1047478, 36.9168682]}",['country_mismatch']
FL-1101852,United States,USA,North America,United States of America,US1,North America,1101852,Green,1,2023-02-08T01:00:00,2023-03-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101852&episodeid=8,https://www.gdacs.org/report.aspx?eventid=1101852&episodeid=8&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101852,"{'type': 'Point', 'coordinates': [-119.7762733, 39.2029633]}",['country_mismatch']
FL-1101875,Indonesia,IDN,Asia,,,,1101875,Green,1,2023-02-24T01:00:00,2023-03-08T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101875&episodeid=7,https://www.gdacs.org/report.aspx?eventid=1101875&episodeid=7&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101875,"{'type': 'Point', 'coordinates': [109.0142231, 2.5328049]}",['country_mismatch']
FL-1101879,Australia,AUS,Oceania,,,,1101879,Green,1,2023-03-01T01:00:00,2023-03-07T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101879&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101879&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101879,"{'type': 'Point', 'coordinates': [145.67057312621, -16.7725105]}",['country_mismatch']
FL-1101878,Spain,ESP,Europe,,,,1101878,Green,1,2023-02-27T01:00:00,2023-03-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101878&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101878&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101878,"{'type': 'Point', 'coordinates': [2.88290269388235, 39.613432]}",['country_mismatch']
FL-1101872,Sri Lanka,LKA,Asia,,,,1101872,Green,1,2023-02-20T01:00:00,2023-02-22T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101872&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101872&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101872,"{'type': 'Point', 'coordinates': [81.8466351552707, 7.0617095]}",['country_mismatch']
FL-1101871,France,FRA,Europe,,,,1101871,Green,1,2023-02-20T01:00:00,2023-02-22T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101871&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101871&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101871,"{'type': 'Point', 'coordinates': [57.5703566, -20.2759451]}",['country_mismatch']
FL-1101854,Syria,SYR,Asia,Turkey,TUR,Asia,1101854,Green,1,2023-02-08T01:00:00,2023-02-10T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101854&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101854&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101854,"{'type': 'Point', 'coordinates': [36.4541667, 36.1372222]}",['country_mismatch']
FL-1101919,Democratic Republic of Congo,COD,Africa,Democratic Republic of the Congo,COD,Africa,1101919,Orange,2,2023-04-01T01:00:00,2023-04-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101919&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1101919&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101919,"{'type': 'Point', 'coordinates': [29.1778624, -5.9010019]}",['country_mismatch']
FL-1101920,Indonesia,IDN,Asia,,,,1101920,Green,1,2023-03-29T01:00:00,2023-04-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101920&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101920&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101920,"{'type': 'Point', 'coordinates': [116.1386054, -8.5875041]}",['country_mismatch']
FL-1101916,Burundi,BDI,Africa,Rwanda,RWA,Africa,1101916,Green,1,2023-04-01T01:00:00,2023-04-02T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101916&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101916&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101916,"{'type': 'Point', 'coordinates': [29.2444205, -2.7155058]}",['country_mismatch']
FL-1101907,United States,USA,North America,United States of America,US1,North America,1101907,Green,1,2023-03-24T01:00:00,2023-03-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101907&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101907&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101907,"{'type': 'Point', 'coordinates': [-84.2640904, 33.2467807]}",['country_mismatch']
FL-1101889,Türkiye,TUR,Asia,Turkey,TUR,Asia,1101889,Green,1,2023-03-14T01:00:00,2023-03-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101889&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101889&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101889,"{'type': 'Point', 'coordinates': [39.0408174, 37.2595198]}",['country_mismatch']
FL-1101898,Côte d'Ivoire,,Africa,Ivory Coast,CIV,Africa,1101898,Green,1,2023-03-05T01:00:00,2023-03-07T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101898&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101898&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101898,"{'type': 'Point', 'coordinates': [-2.7984258, 8.0397992]}",['country_mismatch']
FL-1101981,Democratic Republic of Congo,COD,Africa,Democratic Republic of the Congo,COD,Africa,1101981,Orange,2,2023-05-01T01:00:00,2023-05-10T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101981&episodeid=5,https://www.gdacs.org/report.aspx?eventid=1101981&episodeid=5&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101981,"{'type': 'Point', 'coordinates': [24.2690944, 0.7795426]}",['country_mismatch']
FL-1101969,Austria,AUT,Europe,Germany,DEU,Europe,1101969,Green,1,2023-04-29T01:00:00,2023-05-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101969&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101969&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101969,"{'type': 'Point', 'coordinates': [9.7513786, 47.554821]}",['country_mismatch']
FL-1101968,United States,USA,North America,United States of America,US1,North America,1101968,Green,1,2023-04-30T01:00:00,2023-05-02T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101968&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101968&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101968,"{'type': 'Point', 'coordinates': [-69.719238, 44.765262]}",['country_mismatch']
FL-1101933,United States,USA,North America,United States of America,US1,North America,1101933,Green,1,2023-04-06T01:00:00,2023-04-30T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101933&episodeid=7,https://www.gdacs.org/report.aspx?eventid=1101933&episodeid=7&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101933,"{'type': 'Point', 'coordinates': [-117.620525628471, 33.4218286]}",['country_mismatch']
FL-1101964,Türkiye,TUR,Asia,Turkey,TUR,Asia,1101964,Green,1,2023-04-26T01:00:00,2023-04-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101964&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101964&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101964,"{'type': 'Point', 'coordinates': [28.2296160611474, 39.44827305]}",['country_mismatch']
FL-1101961,Trinidad & Tobago,TTO,North America,Trinidad and Tobago,TTO,North America,1101961,Green,1,2023-04-24T01:00:00,2023-04-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101961&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101961&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101961,"{'type': 'Point', 'coordinates': [-61.4658465877016, 10.2807655]}",['country_mismatch']
FL-1101952,Bulgaria,BGR,Europe,Greece,GRC,Europe,1101952,Green,1,2023-04-18T01:00:00,2023-04-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101952&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101952&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101952,"{'type': 'Point', 'coordinates': [26.1234902, 41.5258135]}",['country_mismatch']
FL-1101932,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1101932,Green,1,2023-04-05T01:00:00,2023-04-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101932&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1101932&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101932,"{'type': 'Point', 'coordinates': [33.8728888610162, -9.5929651]}",['country_mismatch']
FL-1101949,Democratic Republic of Congo,COD,Africa,Democratic Republic of the Congo,COD,Africa,1101949,Green,1,2023-04-15T01:00:00,2023-04-17T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101949&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101949&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101949,"{'type': 'Point', 'coordinates': [25.9184499, -2.9493766]}",['country_mismatch']
FL-1101939,Islamic Republic of Iran,IRN,Asia,Iran,IRN,Asia,1101939,Green,1,2023-04-12T01:00:00,2023-04-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101939&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101939&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101939,"{'type': 'Point', 'coordinates': [50.5792321, 36.4397455]}",['country_mismatch']
FL-1101941,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1101941,Green,1,2023-04-03T01:00:00,2023-04-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101941&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101941&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101941,"{'type': 'Point', 'coordinates': [33.8083018, -1.4998186]}",['country_mismatch']
FL-1101937,Philippines,PHL,Asia,,,,1101937,Green,1,2023-04-02T01:00:00,2023-04-04T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101937&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101937&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101937,"{'type': 'Point', 'coordinates': [120.028403462427, 5.8506231]}",['country_mismatch']
FL-1102044,China,CHN,Asia,,,,1102044,Green,1,2023-06-01T01:00:00,2023-06-12T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102044&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102044&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102044,"{'type': 'Point', 'coordinates': [109.1165772, 21.4845174]}",['country_mismatch']
FL-1102028,United States,USA,North America,United States of America,US1,North America,1102028,Green,1,2023-05-26T01:00:00,2023-06-06T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102028&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1102028&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102028,"{'type': 'Point', 'coordinates': [-93.7559378, 32.4707862]}",['country_mismatch']
FL-1102011,New Zealand,NZL,Oceania,,,,1102011,Green,1,2023-05-21T01:00:00,2023-05-31T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102011&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102011&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102011,"{'type': 'Point', 'coordinates': [175.943247, -37.4117888]}",['country_mismatch']
FL-1102027,Islamic Republic of Iran,IRN,Asia,Iran,IRN,Asia,1102027,Green,1,2023-05-27T01:00:00,2023-05-29T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102027&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1102027&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102027,"{'type': 'Point', 'coordinates': [47.9313001, 38.4583983]}",['country_mismatch']
FL-1102026,The Republic of North Macedonia,MKD,Europe,North Macedonia,MKD,Europe,1102026,Green,1,2023-05-25T01:00:00,2023-05-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102026&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102026&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102026,"{'type': 'Point', 'coordinates': [20.9081703, 41.7920222]}",['country_mismatch']
FL-1102017,Türkiye,TUR,Asia,Turkey,TUR,Asia,1102017,Green,1,2023-05-17T01:00:00,2023-05-22T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102017&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102017&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102017,"{'type': 'Point', 'coordinates': [26.5555429, 41.6812137]}",['country_mismatch']
FL-1101994,United States,USA,North America,United States of America,US1,North America,1101994,Green,1,2023-05-10T01:00:00,2023-05-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101994&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1101994&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101994,"{'type': 'Point', 'coordinates': [-94.1442983237528, 31.42781175]}",['country_mismatch']
FL-1102008,Serbia,SRB,Europe,Republic of Serbia,SRB,Europe,1102008,Green,1,2023-05-17T01:00:00,2023-05-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102008&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102008&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102008,"{'type': 'Point', 'coordinates': [19.8451756, 45.2551338]}",['country_mismatch']
FL-1102005,Bosnia & Herzegovina,BIH,Europe,Bosnia and Herzegovina,BIH,Europe,1102005,Green,1,2023-05-14T01:00:00,2023-05-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102005&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102005&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102005,"{'type': 'Point', 'coordinates': [16.3517353806975, 44.7406278]}",['country_mismatch']
FL-1102002,South Africa,ZAF,Africa,,,,1102002,Green,1,2023-05-14T01:00:00,2023-05-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102002&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102002&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102002,"{'type': 'Point', 'coordinates': [25.5994087290361, -33.93779205]}",['country_mismatch']
FL-1101999,Sri Lanka,LKA,Asia,,,,1101999,Green,1,2023-05-14T01:00:00,2023-05-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101999&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101999&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101999,"{'type': 'Point', 'coordinates': [80.5482919, 5.947822]}",['country_mismatch']
FL-1102001,Algeria,DZA,Africa,Tunisia,TUN,Africa,1102001,Green,1,2023-05-12T01:00:00,2023-05-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102001&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102001&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102001,"{'type': 'Point', 'coordinates': [9.05528656530652, 35.59427845]}",['country_mismatch']
FL-1102000,Bangladesh,BGD,Asia,Myanmar,MMR,Asia,1102000,Red,3,2023-05-13T01:00:00,2023-05-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102000&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1102000&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1102000,"{'type': 'Point', 'coordinates': [92.9, 20.15]}",['country_mismatch']
FL-1101992,Sierra Leone,SLE,Africa,,,,1101992,Green,1,2023-05-09T01:00:00,2023-05-11T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101992&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101992&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101992,"{'type': 'Point', 'coordinates': [-13.26795, 8.479004]}",['country_mismatch']
FL-1101980,Philippines,PHL,Asia,,,,1101980,Green,1,2023-05-03T01:00:00,2023-05-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101980&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101980&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101980,"{'type': 'Point', 'coordinates': [122.722990872869, 10.67295935]}",['country_mismatch']
