GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,Continent,Country,ISO3,reason,source,reviewed_by,reviewed_at
FL-4224,Madagascar,MDG,Africa,Madagascar,MDG,Africa,4224,Green,1,2015-01-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4224&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4224&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4224,"{'type': 'Point', 'coordinates': [45.921, -19.668]}",,,,,,,
FL-4221,Greece,GRC,Europe,Turkey,TUR,Europe,4221,Green,1,2015-02-01T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4221&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4221&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4221,"{'type': 'Point', 'coordinates': [26.597, 41.457]}",Europe,Greece,GRC,typo,WIKI,M.H,TUWIEN
FL-4220,Bolivia,BOL,South America,Bolivia,BOL,South America,4220,Green,1,2015-01-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4220&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4220&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4220,"{'type': 'Point', 'coordinates': [-63.767, -16.464]}",,,,,,,
FL-4219,Malawi,MWI,Africa,Mozambique,MOZ,Africa,4219,Orange,2,2015-01-01T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4219&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4219&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4219,"{'type': 'Point', 'coordinates': [35.356, -18.795]}",Africa,Malawi,MWI,typo,WIKI,M.H,TUWIEN
FL-4218,Australia,AUS,Oceania,Australia,AU1,Oceania,4218,Green,1,2015-01-05T00:00:00,2015-01-11T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4218&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4218&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4218,"{'type': 'Point', 'coordinates': [127.056, -19.188]}",,,,,,,
FL-4217,Philippines,PHL,Asia,Philippines,PHL,Asia,4217,ORANGE,2,2014-12-10T00:00:00,2015-01-01T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4217&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4217&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4217,"{'type': 'Point', 'coordinates': [124.903, 8.656]}",,,,,,,
FL-4216,Malaysia,MYS,Asia,Malaysia,MYS,Asia,4216,ORANGE,2,2014-12-20T00:00:00,2015-01-01T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4216&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4216&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4216,"{'type': 'Point', 'coordinates': [102.164, 4.725]}",,,,,,,
FL-4215,Sri Lanka,LKA,Asia,Sri Lanka,LKA,Asia,4215,RED,3,2014-12-20T00:00:00,2015-01-01T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4215&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4215&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4215,"{'type': 'Point', 'coordinates': [80.983, 7.909]}",,,,,,,
FL-4237,Brazil,BRA,South America,Brazil,BRA,South America,4237,Green,1,2015-02-23T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4237&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4237&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4237,"{'type': 'Point', 'coordinates': [-68.913, -9.123]}",,,,,,,
FL-4228,Argentina,ARG,South America,Argentina,ARG,South America,4228,Green,1,2015-02-15T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4228&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4228&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4228,"{'type': 'Point', 'coordinates': [-63.593, -32.381]}",,,,,,,
FL-4227,Dominican Republic,DOM,North America,Dominican Republic,DOM,North America,4227,Green,1,2015-02-20T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4227&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4227&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4227,"{'type': 'Point', 'coordinates': [-69.804, 19.328]}",,,,,,,
FL-4226,Australia,AUS,Oceania,Australia,AU1,Oceania,4226,Green,1,2015-02-22T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4226&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4226&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4226,"{'type': 'Point', 'coordinates': [135.716, -18.2]}",,,,,,,
FL-4225,Bolivia,BOL,South America,Bolivia,BOL,South America,4225,Green,1,2015-02-20T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4225&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4225&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4225,"{'type': 'Point', 'coordinates': [-65.845, -11.505]}",,,,,,,
FL-4223,Australia,AUS,Oceania,Australia,AU1,Oceania,4223,Green,1,2015-02-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4223&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4223&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4223,"{'type': 'Point', 'coordinates': [145.675, -17.871]}",,,,,,,
FL-4222,Indonesia,IDN,Asia,Indonesia,IDN,Asia,4222,Green,1,2015-02-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4222&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4222&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4222,"{'type': 'Point', 'coordinates': [122.862, 0.686]}",,,,,,,
FL-4246,Brazil,BRA,South America,Brazil,BRA,South America,4246,Green,1,2015-04-01T00:00:00,2015-05-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4246&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4246&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4246,"{'type': 'Point', 'coordinates': [-67.8, -6.979]}",,,,,,,
FL-4242,Kazakhstan,KAZ,Asia,Kazakhstan,KA1,Asia,4242,Green,1,2015-03-23T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4242&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4242&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4242,"{'type': 'Point', 'coordinates': [65.592, 48.404]}",Asia,Kazakhstan,KAZ,typo,WIKI,M.H,TUWIEN
FL-4241,Madagascar,MDG,Africa,Madagascar,MDG,Africa,4241,Green,1,2015-03-05T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4241&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4241&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4241,"{'type': 'Point', 'coordinates': [47.01, -18.156]}",,,,,,,
FL-4238,Chile,CHL,South America,Chile,CHL,South America,4238,Green,1,2015-03-25T00:00:00,2015-04-08T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4238&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4238&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4238,"{'type': 'Point', 'coordinates': [-68.888, -22.362]}",,,,,,,
FL-4239,India,IND,Asia,India,IND,Asia,4239,Green,1,2015-03-20T00:00:00,2015-03-31T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4239&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4239&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4239,"{'type': 'Point', 'coordinates': [76.405, 33.176]}",,,,,,,
FL-4235,Brazil,BRA,South America,Brazil,BRA,South America,4235,Green,1,2015-03-15T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4235&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4235&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4235,"{'type': 'Point', 'coordinates': [-67.725, -7.686]}",,,,,,,
FL-4234,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,4234,Green,1,2015-03-03T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4234&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4234&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4234,"{'type': 'Point', 'coordinates': [33.748, -4.315]}",Africa,Tanzania,TZA,typo,WIKI,M.H,TUWIEN
FL-4233,Angola,AGO,Africa,Angola,AGO,Africa,4233,Green,1,2015-03-09T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4233&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4233&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4233,"{'type': 'Point', 'coordinates': [13.681, -8.817]}",,,,,,,
FL-4232,Angola,AGO,Africa,Angola,AGO,Africa,4232,Green,1,2015-03-09T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4232&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4232&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4232,"{'type': 'Point', 'coordinates': [13.879, -12.115]}",,,,,,,
FL-4231,Indonesia,IDN,Asia,Indonesia,IDN,Asia,4231,Green,1,2015-03-15T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4231&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4231&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4231,"{'type': 'Point', 'coordinates': [108.399, -6.559]}",,,,,,,
FL-4230,USA,USA,North America,United States of America,US1,North America,4230,Green,1,2015-03-10T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4230&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4230&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4230,"{'type': 'Point', 'coordinates': [-86.234, 37.026]}",North America,USA,USA,typo,WIKI,M.H,TUWIEN
FL-4229,Mexico,MEX,North America,Mexico,MEX,North America,4229,Green,1,2015-03-13T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4229&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4229&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4229,"{'type': 'Point', 'coordinates': [-103.43, 19.481]}",,,,,,,
FL-4250,Colombia,COL,South America,Colombia,COL,South America,4250,Green,1,2015-05-01T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4250&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4250&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4250,"{'type': 'Point', 'coordinates': [-74.505, 5.706]}",South America,Colombia,COL,typo,WIKI,M.H,TUWIEN
FL-4248,Kenya,KEN,Africa,Kenya,KEN,Africa,4248,Green,1,2015-04-27T00:00:00,2015-05-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4248&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4248&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4248,"{'type': 'Point', 'coordinates': [36.247, -0.796]}",,,,,,,
FL-4247,Australia,AUS,Oceania,Australia,AU1,Oceania,4247,Green,1,2015-05-01T00:00:00,2015-05-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4247&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4247&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4247,"{'type': 'Point', 'coordinates': [150.513, -25.945]}",,,,,,,
FL-4245,Pakistan,PAK,Asia,Pakistan,PAK,Asia,4245,Green,1,2015-04-26T00:00:00,2015-04-28T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4245&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4245&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4245,"{'type': 'Point', 'coordinates': [71.89, 33.513]}",,,,,,,
FL-4244,Australia,AUS,Oceania,Australia,AU1,Oceania,4244,Green,1,2015-04-20T00:00:00,2015-04-28T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4244&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4244&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4244,"{'type': 'Point', 'coordinates': [150.612, -33.382]}",,,,,,,
FL-4240,China,CHN,Asia,China,CH1,Asia,4240,Green,1,2015-04-04T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4240&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4240&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4240,"{'type': 'Point', 'coordinates': [110.676, 27.927]}",,,,,,,
FL-4236,Kenya,KEN,Africa,Kenya,KEN,Africa,4236,Green,1,2015-04-05T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4236&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4236&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4236,"{'type': 'Point', 'coordinates': [35.108, 0.048]}",,,,,,,
FL-4243,Haiti,HTI,North America,Haiti,HTI,North America,4243,Green,1,2015-04-04T00:00:00,2015-04-06T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4243&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4243&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4243,"{'type': 'Point', 'coordinates': [-72.192, 18.685]}",,,,,,,
FL-4252,USA,USA,North America,United States of America,US1,North America,4252,Green,1,2015-05-05T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4252&episodeid=6,https://www.gdacs.org/report.aspx?eventid=4252&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4252,"{'type': 'Point', 'coordinates': [-97.987, 34.193]}",North America,USA,USA,typo,WIKI,M.H,TUWIEN
FL-4249,China,CHN,Asia,China,CH1,Asia,4249,Orange,2,2015-05-13T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4249&episodeid=6,https://www.gdacs.org/report.aspx?eventid=4249&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4249,"{'type': 'Point', 'coordinates': [114.981, 27.032]}",,,,,,,
FL-4258,Russia,RUS,Europe,Russia,RUS,Europe,4258,Green,1,2015-05-15T00:00:00,2015-06-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4258&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4258&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4258,"{'type': 'Point', 'coordinates': [81.527, 58.19]}",,,,,,,
FL-4257,Romania,ROU,Europe,Romania,ROU,Europe,4257,Green,1,2015-05-25T00:00:00,2015-06-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4257&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4257&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4257,"{'type': 'Point', 'coordinates': [22.86, 46.814]}",,,,,,,
FL-4256,Tajikistan,TJK,Asia,Tajikistan,TJK,Asia,4256,Green,1,2015-05-11T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4256&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4256&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4256,"{'type': 'Point', 'coordinates': [73.263, 37.814]}",,,,,,,
FL-4255,Chile,CHL,South America,Chile,CHL,South America,4255,Green,1,2015-05-17T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4255&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4255&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4255,"{'type': 'Point', 'coordinates': [-72.922, -44.104]}",,,,,,,
FL-4254,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,4254,Green,1,2015-05-07T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4254&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4254&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4254,"{'type': 'Point', 'coordinates': [36.89, -5.061]}",Africa,Tanzania,TZA,typo,WIKI,M.H,TUWIEN
FL-4253,New Zealand,NZL,Oceania,New Zealand,NZ1,Oceania,4253,Green,1,2015-05-13T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4253&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4253&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4253,"{'type': 'Point', 'coordinates': [175.355, -41.092]}",,,,,,,
FL-4251,India,IND,Asia,India,IND,Asia,4251,Green,1,2015-05-17T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4251&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4251&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4251,"{'type': 'Point', 'coordinates': [79.177, 10.712]}",,,,,,,
FL-4271,Cameroon,CMR,Africa,Cameroon,CMR,Africa,4271,Green,1,2015-06-22T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4271&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4271&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4271,"{'type': 'Point', 'coordinates': [9.884, 3.947]}",Africa,Cameroon,CMR,typo,WIKI,M.H,TUWIEN
FL-4270,Pakistan,PAK,Asia,Pakistan,PAK,Asia,4270,Green,1,2015-06-25T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4270&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4270&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4270,"{'type': 'Point', 'coordinates': [72.843, 35.013]}",,,,,,,
FL-4269,Costa Rica,CRI,North America,Costa Rica,CRI,North America,4269,Green,1,2015-06-21T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4269&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4269&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4269,"{'type': 'Point', 'coordinates': [-83.833, 10.174]}",,,,,,,
FL-4268,Vietnam,VNM,Asia,Vietnam,VNM,Asia,4268,Green,1,2015-06-24T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4268&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4268&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4268,"{'type': 'Point', 'coordinates': [103.525, 21.311]}",,,,,,,
FL-4267,USA,USA,North America,United States of America,US1,North America,4267,Green,1,2015-06-27T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4267&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4267&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4267,"{'type': 'Point', 'coordinates': [-84.749, 39.394]}",North America,USA,USA,typo,WIKI,M.H,TUWIEN
FL-4266,Russia,RUS,Europe,Russia,RUS,Europe,4266,Green,1,2015-06-25T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4266&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4266&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4266,"{'type': 'Point', 'coordinates': [39.34, 44.129]}",,,,,,,
FL-4265,India,IND,Asia,India,IND,Asia,4265,Green,1,2015-06-24T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4265&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4265&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4265,"{'type': 'Point', 'coordinates': [70.764, 21.873]}",,,,,,,
FL-4264,New Zealand,NZL,Oceania,New Zealand,NZ1,Oceania,4264,Green,1,2015-06-22T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4264&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4264&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4264,"{'type': 'Point', 'coordinates': [175.231, -39.865]}",,,,,,,
FL-4263,Bangladesh,BGD,Asia,Bangladesh,BGD,Asia,4263,Green,1,2015-06-24T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4263&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4263&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4263,"{'type': 'Point', 'coordinates': [91.994, 22.408]}",,,,,,,
FL-4259,India,IND,Asia,India,IND,Asia,4259,Green,1,2015-06-02T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4259&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4259&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4259,"{'type': 'Point', 'coordinates': [93.875, 26.919]}",,,,,,,
FL-4262,Nepal,NPL,Asia,Nepal,NPL,Asia,4262,Green,1,2015-06-10T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4262&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4262&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4262,"{'type': 'Point', 'coordinates': [87.391, 27.468]}",,,,,,,
FL-4261,Georgia,GEO,Asia,Georgia,GEO,Asia,4261,Green,1,2015-06-13T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4261&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4261&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4261,"{'type': 'Point', 'coordinates': [44.536, 42.068]}",,,,,,,
FL-4260,Ghana,GHA,Africa,Ghana,GHA,Africa,4260,Orange,2,2015-06-02T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4260&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4260&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4260,"{'type': 'Point', 'coordinates': [-0.547, 7.38]}",,,,,,,
