GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,Continent,Country,ISO3,reason,source,reviewed_by,reviewed_at
FL-1000087,Brazil,BRA,South America,Brazil,BRA,South America,1000087,green,1,2017-05-28T00:00:00,2017-05-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000087&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000087&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000087,"{'type': 'Point', 'coordinates': [-35.768, -8.277]}",,,,,,,
FL-1000086,Sri Lanka,LKA,Asia,Sri Lanka,LKA,Asia,1000086,orange,2,2017-05-25T00:00:00,2017-05-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000086&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000086&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000086,"{'type': 'Point', 'coordinates': [80.614, 6.59]}",,,,,,,
FL-1000085,Canada,CAN,North America,Canada,CAN,North America,1000085,green,1,2017-05-06T00:00:00,2017-05-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000085&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000085&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000085,"{'type': 'Point', 'coordinates': [-74.605, 45.558]}",,,,,,,
FL-1000104,Pakistan,PAK,Asia,Pakistan,PAK,Asia,1000104,green,1,2017-06-26T00:00:00,2017-07-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000104&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000104&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000104,"{'type': 'Point', 'coordinates': [69.236, 29.438]}",,,,,,,
FL-1000106,India,IND,Asia,India,IND,Asia,1000106,Green,1,2017-06-28T00:00:00,2017-07-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000106&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000106&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000106,"{'type': 'Point', 'coordinates': [80.227, 25.167]}",,,,,,,
FL-1000132,China,CHN,Asia,China,CH1,Asia,1000132,Green,1,2017-07-01T00:00:00,2017-07-04T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000132&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000132&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000132,"{'type': 'Point', 'coordinates': [108.95, 29.62]}",,,,,,,
FL-1000103,Nepal,NPL,Asia,Nepal,NPL,Asia,1000103,Green,1,2017-06-29T00:00:00,2017-07-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000103&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000103&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000103,"{'type': 'Point', 'coordinates': [84.44, 28.148]}",,,,,,,
FL-1000107,Poland,POL,Europe,Poland,POL,Europe,1000107,Green,1,2017-06-28T00:00:00,2017-06-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000107&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000107&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000107,"{'type': 'Point', 'coordinates': [17.97, 52.595]}",,,,,,,
FL-1000102,Pakistan,PAK,Asia,Pakistan,PAK,Asia,1000102,Green,1,2017-06-26T00:00:00,2017-06-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000102&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000102&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000102,"{'type': 'Point', 'coordinates': [69.176, 30.516]}",,,,,,,
FL-1000101,China,CHN,Asia,China,CH1,Asia,1000101,Green,1,2017-06-22T00:00:00,2017-06-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000101&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000101&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000101,"{'type': 'Point', 'coordinates': [113.432, 28.775]}",,,,,,,
FL-1000100,China,CHN,Asia,China,CH1,Asia,1000100,Green,1,2017-06-24T00:00:00,2017-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000100&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000100&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000100,"{'type': 'Point', 'coordinates': [103.652, 32.066]}",,,,,,,
FL-1000099,Guatemala,GTM,North America,Mexico,MEX,North America,1000099,green,1,2017-06-19T00:00:00,2017-06-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000099&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000099&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000099,"{'type': 'Point', 'coordinates': [-90.46, 16.19]}",North America,Guatemala,GTM,typo,WIKI,M.H,TUWIEN
FL-1000098,El Salvador,SLV,North America,El Salvador,SLV,North America,1000098,Green,1,2017-06-17T00:00:00,2017-06-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000098&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000098&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000098,"{'type': 'Point', 'coordinates': [-88.921, 13.694]}",,,,,,,
FL-1000097,India,IND,Asia,India,IND,Asia,1000097,green,1,2017-06-06T00:00:00,2017-06-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000097&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000097&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000097,"{'type': 'Point', 'coordinates': [93.192, 25.633]}",,,,,,,
FL-1000096,France,FRA,Europe,France,FR1,Europe,1000096,Green,1,2017-06-13T00:00:00,2017-06-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000096&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000096&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000096,"{'type': 'Point', 'coordinates': [3.799, 45.142]}",,,,,,,
FL-1000095,Bangladesh,BGD,Asia,Bangladesh,BGD,Asia,1000095,orange,2,2017-06-12T00:00:00,2017-06-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000095&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1000095&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000095,"{'type': 'Point', 'coordinates': [92.089, 22.283]}",,,,,,,
FL-1000094,Pakistan,PAK,Asia,Pakistan,PAK,Asia,1000094,Green,1,2017-06-10T00:00:00,2017-06-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000094&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000094&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000094,"{'type': 'Point', 'coordinates': [74.38, 31.562]}",,,,,,,
FL-1000093,Serbia,SRB,Europe,Republic of Serbia,SRB,Europe,1000093,Green,1,2017-06-10T00:00:00,2017-06-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000093&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000093&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000093,"{'type': 'Point', 'coordinates': [21.294, 45.124]}",Europe,Serbia,SRB,typo,WIKI,M.H,TUWIEN
FL-1000092,Honduras,HND,North America,Honduras,HND,North America,1000092,Green,1,2017-06-10T00:00:00,2017-06-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000092&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000092&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000092,"{'type': 'Point', 'coordinates': [-87.086, 14.413]}",,,,,,,
FL-1000091,South Africa,ZAF,Africa,South Africa,ZAF,Africa,1000091,Green,1,2017-06-06T00:00:00,2017-06-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000091&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000091&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000091,"{'type': 'Point', 'coordinates': [20.553, -34.097]}",,,,,,,
FL-1000135,China,CHN,Asia,Taiwan,TWN,Asia,1000135,Green,1,2017-07-29T00:00:00,2017-07-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000135&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000135&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000135,"{'type': 'Point', 'coordinates': [121.418, 24.736]}",Asia,China,CHN,typo,WIKI,M.H,TUWIEN
FL-1000136,Thailand,THA,Asia,Thailand,THA,Asia,1000136,Green,1,2017-07-25T00:00:00,2017-07-26T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000136&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000136&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000136,"{'type': 'Point', 'coordinates': [103.713, 17.444]}",,,,,,,
FL-1000134,Bangladesh,BGD,Asia,Bangladesh,BGD,Asia,1000134,Green,1,2017-07-24T00:00:00,2017-07-25T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000134&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000134&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000134,"{'type': 'Point', 'coordinates': [92.263, 21.7]}",,,,,,,
FL-1000119,Germany,DEU,Europe,Germany,DEU,Europe,1000119,Green,1,2017-07-19T00:00:00,2017-07-21T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000119&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000119&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000119,"{'type': 'Point', 'coordinates': [8.043, 51.501]}",,,,,,,
FL-1000113,United Kingdom,GBR,Europe,United Kingdom,GB1,Europe,1000113,Green,1,2017-07-18T00:00:00,2017-07-19T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000113&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000113&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000113,"{'type': 'Point', 'coordinates': [-2.675, 50.621]}",,,,,,,
FL-1000133,Afghanistan,AFG,Asia,Tajikistan,TJK,Asia,1000133,Green,1,2017-07-17T00:00:00,2017-07-18T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000133&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000133&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000133,"{'type': 'Point', 'coordinates': [72.35, 37.494]}",Asia,Afghanistan,AFG,typo,WIKI,M.H,TUWIEN
FL-1000112,Nigeria,NGA,Africa,Nigeria,NGA,Africa,1000112,Green,1,2017-07-09T00:00:00,2017-07-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000112&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000112&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000112,"{'type': 'Point', 'coordinates': [7.183, 9.261]}",,,,,,,
FL-1000111,India,IND,Asia,India,IND,Asia,1000111,Green,1,2017-07-11T00:00:00,2017-07-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000111&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000111&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000111,"{'type': 'Point', 'coordinates': [93.634, 27.218]}",,,,,,,
FL-1000109,Japan,JPN,Asia,Japan,JPN,Asia,1000109,Green,1,2017-07-04T00:00:00,2017-07-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000109&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000109&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000109,"{'type': 'Point', 'coordinates': [130.988, 33.06]}",,,,,,,
FL-1000131,Japan,JPN,Asia,Japan,JPN,Asia,1000131,Green,1,2017-07-05T00:00:00,2017-07-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000131&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000131&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000131,"{'type': 'Point', 'coordinates': [130.695, 33.35]}",,,,,,,
FL-1000108,Vietnam,VNM,Asia,Vietnam,VNM,Asia,1000108,Green,1,2017-07-03T00:00:00,2017-07-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000108&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000108&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000108,"{'type': 'Point', 'coordinates': [104.985, 22.147]}",,,,,,,
FL-1000137,Japan,JPN,Asia,Japan,JPN,Asia,1000137,Green,1,2017-07-03T00:00:00,2017-07-05T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000137&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000137&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000137,"{'type': 'Point', 'coordinates': [130.884, 32.776]}",,,,,,,
FL-1000105,China,CHN,Asia,China,CH1,Asia,1000105,green,1,2017-07-02T00:00:00,2017-07-05T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000105&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000105&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000105,"{'type': 'Point', 'coordinates': [108.766, 28.741]}",,,,,,,
FL-1000124,Uganda,UGA,Africa,Uganda,UGA,Africa,1000124,Green,1,2017-08-24T00:00:00,2017-09-25T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000124&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000124&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000124,"{'type': 'Point', 'coordinates': [32.075, 3.559]}",,,,,,,
FL-1000130,China,CHN,Asia,China,CH1,Asia,1000130,Green,1,2017-08-20T00:00:00,2017-09-21T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000130&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000130&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000130,"{'type': 'Point', 'coordinates': [104.307, 24.652]}",,,,,,,
FL-1000144,Multi-Country (Caribbean/USA),VAR,North America,,,North America,1000144,green,1,2017-08-30T00:00:00,2017-09-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000144&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000144&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000144,"{'type': 'Point', 'coordinates': [-75.664, 24.473]}",North America,Multi-Country (Caribbean/USA),VAR,typo,WIKI,M.H,TUWIEN
FL-1000117,Pakistan,PAK,Asia,Pakistan,PAK,Asia,1000117,Green,1,2017-08-31T00:00:00,2017-09-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000117&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000117&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000117,"{'type': 'Point', 'coordinates': [67.173, 24.927]}",,,,,,,
FL-1000139,United States of America,,North America,United States of America,US1,North America,1000139,green,1,2017-08-25T00:00:00,2017-08-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000139&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000139&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000139,"{'type': 'Point', 'coordinates': [-95.12, 30.424]}",,,,,,,
FL-1000120,India,IND,Asia,,,Asia,1000120,Green,1,2017-08-30T00:00:00,2017-08-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000120&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000120&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000120,"{'type': 'Point', 'coordinates': [72.849, 19.085]}",Asia,India,IND,typo,WIKI,M.H,TUWIEN
FL-1000118,Yemen,YEM,Asia,Yemen,YEM,Asia,1000118,Green,1,2017-08-30T00:00:00,2017-08-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000118&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000118&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000118,"{'type': 'Point', 'coordinates': [44.178, 13.129]}",,,,,,,
FL-1000121,Uganda,UGA,Africa,Uganda,UGA,Africa,1000121,Green,1,2017-08-29T00:00:00,2017-08-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000121&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000121&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000121,"{'type': 'Point', 'coordinates': [34.171, 1.281]}",,,,,,,
FL-1000126,Venezuela,VEN,South America,Venezuela,VEN,South America,1000126,Green,1,2017-08-22T00:00:00,2017-08-23T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000126&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000126&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000126,"{'type': 'Point', 'coordinates': [-67.608, 10.349]}",,,,,,,
FL-1000128,Sudan,SDN,Africa,Sudan,SDN,Africa,1000128,Green,1,2017-08-20T00:00:00,2017-08-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000128&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000128&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000128,"{'type': 'Point', 'coordinates': [25.347, 13.612]}",,,,,,,
FL-1000129,DR Congo,COD,Africa,Democratic Republic of the Congo,COD,Africa,1000129,green,1,2017-08-16T00:00:00,2017-08-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000129&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000129&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000129,"{'type': 'Point', 'coordinates': [29.733, 1.659]}",Africa,DR Congo,COD,typo,WIKI,M.H,TUWIEN
FL-1000127,Sierra Leone,SLE,Africa,,,Africa,1000127,orange,2,2017-08-14T00:00:00,2017-08-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000127&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000127&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000127,"{'type': 'Point', 'coordinates': [-13.224, 8.434]}",Africa,Sierra Leone,SLE,typo,WIKI,M.H,TUWIEN
FL-1000123,Italy,ITA,Europe,Italy,ITA,Europe,1000123,Green,1,2017-08-10T00:00:00,2017-08-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000123&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000123&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000123,"{'type': 'Point', 'coordinates': [12.23, 45.336]}",,,,,,,
FL-1000122,Vietnam,VNM,Asia,Vietnam,VNM,Asia,1000122,Green,1,2017-08-02T00:00:00,2017-08-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000122&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000122&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000122,"{'type': 'Point', 'coordinates': [103.832, 21.899]}",,,,,,,
FL-1000143,Guatemala,GTM,North America,Guatemala,GTM,North America,1000143,Green,1,2017-09-30T00:00:00,2017-10-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000143&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000143&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000143,"{'type': 'Point', 'coordinates': [-90.229, 15.289]}",,,,,,,
FL-1000140,Multi-Country (Caribbean/USA),VAR,North America,,,North America,1000140,green,1,2017-09-16T00:00:00,2017-09-23T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000140&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000140&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000140,"{'type': 'Point', 'coordinates': [-69.261, 19.879]}",North America,Multi-Country (Caribbean/USA),VAR,typo,WIKI,M.H,TUWIEN
FL-1000146,Multi-Country (SE Asia),VAR,Asia,,,Asia,1000146,Green,1,2017-09-11T00:00:00,2017-09-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000146&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000146&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000146,"{'type': 'Point', 'coordinates': [110.24, 17.463]}",Asia,Multi-Country (SE Asia),VAR,typo,WIKI,M.H,TUWIEN
FL-1000125,India,IND,Asia,India,IND,Asia,1000125,Green,1,2017-09-13T00:00:00,2017-09-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000125&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000125&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000125,"{'type': 'Point', 'coordinates': [76.967, 31.704]}",,,,,,,
FL-1000115,Italy,ITA,Europe,Italy,ITA,Europe,1000115,Green,1,2017-09-09T00:00:00,2017-09-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000115&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000115&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000115,"{'type': 'Point', 'coordinates': [10.324, 43.599]}",,,,,,,
FL-1000116,China,CHN,Asia,China,CH1,Asia,1000116,Green,1,2017-09-03T00:00:00,2017-09-04T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000116&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000116&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000116,"{'type': 'Point', 'coordinates': [104.944, 29.947]}",,,,,,,
FL-1000153,Multi-Country (Japan/Phil),VAR,Asia,,,Asia,1000153,Green,1,2017-10-15T00:00:00,2017-10-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000153&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000153&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000153,"{'type': 'Point', 'coordinates': [131.959, 24.745]}",Asia,Multi-Country (Japan/Phil),VAR,typo,WIKI,M.H,TUWIEN
FL-1000142,Malaysia,MYS,Asia,Malaysia,MYS,Asia,1000142,Green,1,2017-10-18T00:00:00,2017-10-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000142&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000142&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000142,"{'type': 'Point', 'coordinates': [117.02, 5.576]}",,,,,,,
FL-1000141,Malaysia,MYS,Asia,Malaysia,MYS,Asia,1000141,Green,1,2017-10-21T00:00:00,2017-10-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000141&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000141&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000141,"{'type': 'Point', 'coordinates': [100.288, 5.333]}",,,,,,,
