,GDACS_ID,equi7_grid_code,country,iso3,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry
0,FL-4224,AF020M,Madagascar,MDG,4224,Green,1,2015-01-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4224&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4224&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4224,"{'type': 'Point', 'coordinates': [45.921, -19.668]}"
1,FL-4221,EU020M,Greece,GRC,4221,Green,1,2015-02-01T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4221&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4221&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4221,"{'type': 'Point', 'coordinates': [26.597, 41.457]}"
2,FL-4220,SA020M,Bolivia,BOL,4220,Green,1,2015-01-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4220&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4220&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4220,"{'type': 'Point', 'coordinates': [-63.767, -16.464]}"
3,FL-4219,AF020M,Malawi,MWI,4219,Orange,2,2015-01-01T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4219&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4219&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4219,"{'type': 'Point', 'coordinates': [35.356, -18.795]}"
4,FL-4218,OC020M,Australia,AUS,4218,Green,1,2015-01-05T00:00:00,2015-01-11T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4218&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4218&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4218,"{'type': 'Point', 'coordinates': [127.056, -19.188]}"
5,FL-4217,OC020M,Philippines,PHL,4217,ORANGE,2,2014-12-10T00:00:00,2015-01-01T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4217&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4217&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4217,"{'type': 'Point', 'coordinates': [124.903, 8.656]}"
6,FL-4216,AS020M,Malaysia,MYS,4216,ORANGE,2,2014-12-20T00:00:00,2015-01-01T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4216&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4216&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4216,"{'type': 'Point', 'coordinates': [102.164, 4.725]}"
7,FL-4215,AS020M,Sri Lanka,LKA,4215,RED,3,2014-12-20T00:00:00,2015-01-01T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4215&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4215&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4215,"{'type': 'Point', 'coordinates': [80.983, 7.909]}"
8,FL-4237,SA020M,Brazil,BRA,4237,Green,1,2015-02-23T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4237&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4237&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4237,"{'type': 'Point', 'coordinates': [-68.913, -9.123]}"
9,FL-4228,SA020M,Argentina,ARG,4228,Green,1,2015-02-15T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4228&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4228&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4228,"{'type': 'Point', 'coordinates': [-63.593, -32.381]}"
10,FL-4227,NA020M,Dominican Republic,DOM,4227,Green,1,2015-02-20T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4227&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4227&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4227,"{'type': 'Point', 'coordinates': [-69.804, 19.328]}"
11,FL-4226,OC020M,Australia,AUS,4226,Green,1,2015-02-22T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4226&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4226&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4226,"{'type': 'Point', 'coordinates': [135.716, -18.2]}"
12,FL-4225,SA020M,Bolivia,BOL,4225,Green,1,2015-02-20T00:00:00,2015-02-24T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4225&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4225&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4225,"{'type': 'Point', 'coordinates': [-65.845, -11.505]}"
13,FL-4223,OC020M,Australia,AUS,4223,Green,1,2015-02-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4223&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4223&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4223,"{'type': 'Point', 'coordinates': [145.675, -17.871]}"
14,FL-4222,OC020M,Indonesia,IDN,4222,Green,1,2015-02-05T00:00:00,2015-02-09T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4222&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4222&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4222,"{'type': 'Point', 'coordinates': [122.862, 0.686]}"
15,FL-4246,SA020M,Brazil,BRA,4246,Green,1,2015-04-01T00:00:00,2015-05-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4246&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4246&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4246,"{'type': 'Point', 'coordinates': [-67.8, -6.979]}"
16,FL-4242,AS020M,Kazahkstan,,4242,Green,1,2015-03-23T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4242&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4242&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4242,"{'type': 'Point', 'coordinates': [65.592, 48.404]}"
17,FL-4241,AF020M,Madagascar,MDG,4241,Green,1,2015-03-05T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4241&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4241&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4241,"{'type': 'Point', 'coordinates': [47.01, -18.156]}"
18,FL-4238,SA020M,Chile,CHL,4238,Green,1,2015-03-25T00:00:00,2015-04-08T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4238&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4238&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4238,"{'type': 'Point', 'coordinates': [-68.888, -22.362]}"
19,FL-4239,AS020M,India,IND,4239,Green,1,2015-03-20T00:00:00,2015-03-31T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4239&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4239&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4239,"{'type': 'Point', 'coordinates': [76.405, 33.176]}"
20,FL-4235,SA020M,Brazil,BRA,4235,Green,1,2015-03-15T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4235&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4235&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4235,"{'type': 'Point', 'coordinates': [-67.725, -7.686]}"
21,FL-4234,AF020M,Tanzania,TZA,4234,Green,1,2015-03-03T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4234&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4234&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4234,"{'type': 'Point', 'coordinates': [33.748, -4.315]}"
22,FL-4233,AF020M,Angola,AGO,4233,Green,1,2015-03-09T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4233&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4233&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4233,"{'type': 'Point', 'coordinates': [13.681, -8.817]}"
23,FL-4232,AF020M,Angola,AGO,4232,Green,1,2015-03-09T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4232&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4232&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4232,"{'type': 'Point', 'coordinates': [13.879, -12.115]}"
24,FL-4231,OC020M,Indonesia,IDN,4231,Green,1,2015-03-15T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4231&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4231&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4231,"{'type': 'Point', 'coordinates': [108.399, -6.559]}"
25,FL-4230,NA020M,USA,,4230,Green,1,2015-03-10T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4230&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4230&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4230,"{'type': 'Point', 'coordinates': [-86.234, 37.026]}"
26,FL-4229,NA020M,Mexico,MEX,4229,Green,1,2015-03-13T00:00:00,2015-03-23T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4229&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4229&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4229,"{'type': 'Point', 'coordinates': [-103.43, 19.481]}"
27,FL-4250,SA020M,Columbia,,4250,Green,1,2015-05-01T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4250&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4250&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4250,"{'type': 'Point', 'coordinates': [-74.505, 5.706]}"
28,FL-4248,AF020M,Kenya,KEN,4248,Green,1,2015-04-27T00:00:00,2015-05-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4248&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4248&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4248,"{'type': 'Point', 'coordinates': [36.247, -0.796]}"
29,FL-4247,OC020M,Australia,AUS,4247,Green,1,2015-05-01T00:00:00,2015-05-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4247&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4247&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4247,"{'type': 'Point', 'coordinates': [150.513, -25.945]}"
30,FL-4245,AS020M,Pakistan,PAK,4245,Green,1,2015-04-26T00:00:00,2015-04-28T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4245&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4245&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4245,"{'type': 'Point', 'coordinates': [71.89, 33.513]}"
31,FL-4244,OC020M,Australia,AUS,4244,Green,1,2015-04-20T00:00:00,2015-04-28T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4244&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4244&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4244,"{'type': 'Point', 'coordinates': [150.612, -33.382]}"
32,FL-4240,AS020M,China,CHN,4240,Green,1,2015-04-04T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4240&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4240&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4240,"{'type': 'Point', 'coordinates': [110.676, 27.927]}"
33,FL-4236,AF020M,Kenya,KEN,4236,Green,1,2015-04-05T00:00:00,2015-04-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4236&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4236&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4236,"{'type': 'Point', 'coordinates': [35.108, 0.048]}"
34,FL-4243,NA020M,Haiti,HTI,4243,Green,1,2015-04-04T00:00:00,2015-04-06T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4243&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4243&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4243,"{'type': 'Point', 'coordinates': [-72.192, 18.685]}"
35,FL-4252,NA020M,USA,,4252,Green,1,2015-05-05T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4252&episodeid=6,https://www.gdacs.org/report.aspx?eventid=4252&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4252,"{'type': 'Point', 'coordinates': [-97.987, 34.193]}"
36,FL-4249,AS020M,China,CHN,4249,Orange,2,2015-05-13T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4249&episodeid=6,https://www.gdacs.org/report.aspx?eventid=4249&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4249,"{'type': 'Point', 'coordinates': [114.981, 27.032]}"
37,FL-4258,AS020M,Russia,RUS,4258,Green,1,2015-05-15T00:00:00,2015-06-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4258&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4258&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4258,"{'type': 'Point', 'coordinates': [81.527, 58.19]}"
38,FL-4257,EU020M,Romania,ROU,4257,Green,1,2015-05-25T00:00:00,2015-06-02T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4257&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4257&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4257,"{'type': 'Point', 'coordinates': [22.86, 46.814]}"
39,FL-4256,AS020M,Tajikistan,TJK,4256,Green,1,2015-05-11T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4256&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4256&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4256,"{'type': 'Point', 'coordinates': [73.263, 37.814]}"
40,FL-4255,SA020M,Chile,CHL,4255,Green,1,2015-05-17T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4255&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4255&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4255,"{'type': 'Point', 'coordinates': [-72.922, -44.104]}"
41,FL-4254,AF020M,Tanzania,TZA,4254,Green,1,2015-05-07T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4254&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4254&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4254,"{'type': 'Point', 'coordinates': [36.89, -5.061]}"
42,FL-4253,OC020M,New Zealand,NZL,4253,Green,1,2015-05-13T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4253&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4253&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4253,"{'type': 'Point', 'coordinates': [175.355, -41.092]}"
43,FL-4251,AS020M,India,IND,4251,Green,1,2015-05-17T00:00:00,2015-05-21T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4251&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4251&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4251,"{'type': 'Point', 'coordinates': [79.177, 10.712]}"
44,FL-4271,AF020M,Camaroun,,4271,Green,1,2015-06-22T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4271&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4271&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4271,"{'type': 'Point', 'coordinates': [9.884, 3.947]}"
45,FL-4270,AS020M,Pakistan,PAK,4270,Green,1,2015-06-25T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4270&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4270&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4270,"{'type': 'Point', 'coordinates': [72.843, 35.013]}"
46,FL-4269,NA020M,Costa Rica,CRI,4269,Green,1,2015-06-21T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4269&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4269&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4269,"{'type': 'Point', 'coordinates': [-83.833, 10.174]}"
47,FL-4268,AS020M,Vietnam,VNM,4268,Green,1,2015-06-24T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4268&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4268&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4268,"{'type': 'Point', 'coordinates': [103.525, 21.311]}"
48,FL-4267,NA020M,USA,,4267,Green,1,2015-06-27T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4267&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4267&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4267,"{'type': 'Point', 'coordinates': [-84.749, 39.394]}"
49,FL-4266,EU020M,Russia,RUS,4266,Green,1,2015-06-25T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4266&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4266&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4266,"{'type': 'Point', 'coordinates': [39.34, 44.129]}"
50,FL-4265,AS020M,India,IND,4265,Green,1,2015-06-24T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4265&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4265&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4265,"{'type': 'Point', 'coordinates': [70.764, 21.873]}"
51,FL-4264,OC020M,New Zealand,NZL,4264,Green,1,2015-06-22T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4264&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4264&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4264,"{'type': 'Point', 'coordinates': [175.231, -39.865]}"
52,FL-4263,AS020M,Bangladesh,BGD,4263,Green,1,2015-06-24T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4263&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4263&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4263,"{'type': 'Point', 'coordinates': [91.994, 22.408]}"
53,FL-4259,AS020M,India,IND,4259,Green,1,2015-06-02T00:00:00,2015-06-29T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4259&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4259&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4259,"{'type': 'Point', 'coordinates': [93.875, 26.919]}"
54,FL-4262,AS020M,Nepal,NPL,4262,Green,1,2015-06-10T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4262&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4262&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4262,"{'type': 'Point', 'coordinates': [87.391, 27.468]}"
55,FL-4261,EU020M,Georgia,GEO,4261,Green,1,2015-06-13T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4261&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4261&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4261,"{'type': 'Point', 'coordinates': [44.536, 42.068]}"
56,FL-4260,AF020M,Ghana,GHA,4260,Orange,2,2015-06-02T00:00:00,2015-06-15T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4260&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4260&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4260,"{'type': 'Point', 'coordinates': [-0.547, 7.38]}"
57,FL-4291,AF020M,Niger,NER,4291,Green,1,2015-07-25T00:00:00,2015-08-19T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4291&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4291&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4291,"{'type': 'Point', 'coordinates': [2.497, 14.842]}"
58,FL-4283,AS020M,Myanmar,MMR,4283,Orange,2,2015-07-15T00:00:00,2015-08-19T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4283&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4283&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4283,"{'type': 'Point', 'coordinates': [95.533, 20.175]}"
59,FL-4282,AS020M,India,IND,4282,Orange,2,2015-07-15T00:00:00,2015-08-19T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4282&episodeid=3,https://www.gdacs.org/report.aspx?eventid=4282&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4282,"{'type': 'Point', 'coordinates': [82.617, 26.207]}"
60,FL-4272,AS020M,Pakistan,PAK,4272,Red,3,2015-07-15T00:00:00,2015-08-19T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4272&episodeid=4,https://www.gdacs.org/report.aspx?eventid=4272&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4272,"{'type': 'Point', 'coordinates': [72.274, 34.343]}"
61,FL-4285,AF020M,Guinea,GIN,4285,Green,1,2015-07-26T00:00:00,2015-08-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4285&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4285&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4285,"{'type': 'Point', 'coordinates': [-13.438, 10.04]}"
62,FL-4281,SA020M,Paraguay,PRY,4281,Green,1,2015-07-25T00:00:00,2015-08-05T23:59:59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=4281&episodeid=2,https://www.gdacs.org/report.aspx?eventid=4281&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=4281,"{'type': 'Point', 'coordinates': [-58.273, -25.045]}"
